,Instrument,Date,TR.UpstreamScope3PurchasedGoodsAndServices
7792,PMN.S,2023,220681.0
7793,PMN.S,2024,188846.0
7800,GLOBAL.BK,2022,881.24
7801,GLOBAL.BK,2023,577.73
7802,GLOBAL.BK,2024,606.67
7810,VLTO.N,2023,710645.0
7811,VLTO.N,2024,509681.0
7817,LONN.S,2021,2017996.0
7818,LONN.S,2022,1200640.0
7819,LONN.S,2023,1227000.0
7820,LONN.S,2024,1278000.0
7826,010130.KS,2021,1597486.0
7827,010130.KS,2022,1439329.0
7828,010130.KS,2023,1456758.0
7829,010130.KS,2024,1389849.0
7835,MALLPLAZA.SN,2021,1756.0
7836,MALLPLAZA.SN,2022,2373.0
7837,MALLPLAZA.SN,2023,2432.0
7838,MALLPLAZA.SN,2024,1593.0
7844,9506.T,2021,310000.0
7845,9506.T,2022,274000.0
7846,9506.T,2023,331000.0
7847,9506.T,2024,937000.0
7856,ABUJ.NS,2024,819412.0
7862,FITB.OQ,2021,297277.0
7863,FITB.OQ,2022,204470.0
7864,FITB.OQ,2023,181497.0
7865,FITB.OQ,2024,125506.0
7870,3105.TWO,2020,27300.0
7871,3105.TWO,2021,37225.0
7872,3105.TWO,2022,24255.0
7873,3105.TWO,2023,21980.0
7874,3105.TWO,2024,22182.0
7879,DIOR.PA,2020,1608000.0
7881,DIOR.PA,2022,1335860.0
7882,DIOR.PA,2023,3370000.0
7883,DIOR.PA,2024,3744590.0
7888,ZV.MI,2020,79149.0
7889,ZV.MI,2021,79365.0
7890,ZV.MI,2022,80797.0
7891,ZV.MI,2023,82052.0
7892,ZV.MI,2024,69737.0
7900,007310.KS,2023,1756896.0
7901,007310.KS,2024,1750723.0
7908,EB.N,2022,3745.0
7915,AMN.N,2020,35010.0
7916,AMN.N,2021,79221.0
7917,AMN.N,2022,95782.0
7918,AMN.N,2023,43171.0
7919,AMN.N,2024,82083.0
7927,SHI.L,2023,1596731.0
7932,TW.L,2019,2242225.0
7933,TW.L,2020,1114587.0
7934,TW.L,2021,1122678.0
7935,TW.L,2022,1309017.0
7936,TW.L,2023,908238.0
7937,TW.L,2024,884166.0
7941,HON.OQ,2019,16976983.0
7942,HON.OQ,2020,15138884.0
7943,HON.OQ,2021,15324871.0
7944,HON.OQ,2022,16222277.0
7945,HON.OQ,2023,11389635.0
7946,HON.OQ,2024,9097005.0
7952,PRTP.PA,2021,1679899.0
7953,PRTP.PA,2022,2001674.0
7954,PRTP.PA,2023,1786165.0
7955,PRTP.PA,2024,1500905.0
7958,8035.T,2018,179000.0
7959,8035.T,2019,2177000.0
7960,8035.T,2020,1796000.0
7961,8035.T,2021,2395000.0
7962,8035.T,2022,3332000.0
7963,8035.T,2023,4053000.0
7964,8035.T,2024,3239000.0
7968,DAY.N,2019,31979.0
7969,DAY.N,2020,28950.0
7970,DAY.N,2021,23645.0
7971,DAY.N,2022,32738.0
7972,DAY.N,2023,36454.0
7973,DAY.N,2024,33167.0
7977,JMT.LS,2019,23965515.0
7978,JMT.LS,2020,27278988.0
7979,JMT.LS,2021,23747272.0
7980,JMT.LS,2022,24694613.0
7981,JMT.LS,2023,27001355.0
7982,JMT.LS,2024,28712141.0
7987,CFR.S,2020,1018900.0
7988,CFR.S,2021,887100.0
7989,CFR.S,2022,1220600.0
7990,CFR.S,2023,1476600.0
7991,CFR.S,2024,1159200.0
7995,DBKGn.DE,2019,1696362.0
7996,DBKGn.DE,2020,1367139.0
7997,DBKGn.DE,2021,1098339.0
7998,DBKGn.DE,2022,602138.0
7999,DBKGn.DE,2023,647793.0
8000,DBKGn.DE,2024,684791.0
8007,6963.T,2022,807848.0
8008,6963.T,2023,882689.0
8009,6963.T,2024,718101.0
8014,001740.KS,2020,14688.7
8015,001740.KS,2021,879481.8
8016,001740.KS,2022,730651.3
8017,001740.KS,2023,635773.1
8022,SNAP.N,2019,56460.0
8023,SNAP.N,2020,71554.0
8024,SNAP.N,2021,102160.0
8025,SNAP.N,2022,153180.0
8026,SNAP.N,2023,101339.0
8027,SNAP.N,2024,136236.0
8035,CAMX.ST,2023,51.0
8036,CAMX.ST,2024,8248.0
8042,REP.MC,2021,6071175.0
8043,REP.MC,2022,6182652.0
8044,REP.MC,2023,600000.0
8045,REP.MC,2024,11100000.0
8049,PRU.N,2019,282031.0
8050,PRU.N,2020,267623.0
8051,PRU.N,2021,337579.0
8052,PRU.N,2022,307239.0
8053,PRU.N,2023,306056.0
8054,PRU.N,2024,160391.0
8061,VAR.OL,2022,86692.0
8062,VAR.OL,2023,237041.0
8063,VAR.OL,2024,103160.0
8070,ASAN.N,2022,17223.0
8071,ASAN.N,2023,18182.0
8072,ASAN.N,2024,14340.0
8078,TMHC.N,2021,1660983.0
8079,TMHC.N,2022,1905335.0
8080,TMHC.N,2023,1419383.0
8081,TMHC.N,2024,877225.0
8088,8334.T,2022,13909.0
8089,8334.T,2023,12035.0
8090,8334.T,2024,13220.0
8097,WAT.N,2022,44000.0
8098,WAT.N,2023,158833.7
8099,WAT.N,2024,121783.0
8105,302440.KS,2021,117221.46
8106,302440.KS,2022,77271.6
8107,302440.KS,2023,7086.0
8115,EZTC3.SA,2022,80432.04
8116,EZTC3.SA,2023,79443.05
8117,EZTC3.SA,2024,45279.8
8124,3402.T,2022,2315000.0
8125,3402.T,2023,8979652.0
8126,3402.T,2024,8596874.0
8133,LYC.AX,2022,350000.0
8134,LYC.AX,2023,350000.0
8135,LYC.AX,2024,350000.0
8141,CLB.N,2021,11259.0
8142,CLB.N,2022,5544.0
8143,CLB.N,2023,5452.0
8144,CLB.N,2024,5678.0
8150,PEABb.ST,2021,1000000.0
8151,PEABb.ST,2022,1000000.0
8152,PEABb.ST,2023,847000.0
8153,PEABb.ST,2024,845500.0
8159,BMYS.KL,2021,110.57
8160,BMYS.KL,2022,2764.0
8161,BMYS.KL,2023,2599.0
8162,BMYS.KL,2024,2771.0
8170,UDMY.OQ,2023,16812.0
8176,CRC.N,2020,9362.701
8178,CRC.N,2022,10247.98
8179,CRC.N,2023,1930.94
8180,CRC.N,2024,12499.0
8185,GEF.N,2020,2323000.0
8186,GEF.N,2021,2492000.0
8187,GEF.N,2022,3329900.0
8188,GEF.N,2023,3506853.0
8189,GEF.N,2024,2926714.0
8193,VSVS.L,2019,1039766.0
8194,VSVS.L,2020,871993.0
8195,VSVS.L,2021,1159810.0
8196,VSVS.L,2022,1038969.0
8197,VSVS.L,2023,1066129.0
8198,VSVS.L,2024,1451402.0
8206,ADTN.OQ,2023,101373.0
8213,FRVIA.PA,2021,7103000.0
8214,FRVIA.PA,2022,8177000.0
8215,FRVIA.PA,2023,8770000.0
8216,FRVIA.PA,2024,9445000.0
8223,NRDS.OQ,2022,40085.3
8224,NRDS.OQ,2023,40298.0
8233,9504.T,2023,1820056.0
8234,9504.T,2024,1520000.0
8242,ZOREN.IS,2023,28321.0
8243,ZOREN.IS,2024,35123.0
8250,MACE.NS,2022,228339.0
8251,MACE.NS,2023,329847.0
8252,MACE.NS,2024,437218.0
8258,TNC.N,2021,155795.0
8259,TNC.N,2022,129015.0
8260,TNC.N,2023,148202.0
8261,TNC.N,2024,168060.0
8268,5423.T,2022,37330.0
8269,5423.T,2023,41724.0
8270,5423.T,2024,47474.0
8274,AOO.BR,2019,47.0
8276,AOO.BR,2021,47.0
8277,AOO.BR,2022,56.0
8278,AOO.BR,2023,58.0
8279,AOO.BR,2024,57.0
8283,LEA.N,2019,6825898.0
8285,LEA.N,2021,6113710.0
8286,LEA.N,2022,6669081.0
8287,LEA.N,2023,7227619.0
8288,LEA.N,2024,6738961.0
8295,BAVA.CO,2022,34448.75
8296,BAVA.CO,2023,40390.0
8297,BAVA.CO,2024,26111.0
8305,IPH.AX,2023,20535.0
8306,IPH.AX,2024,23239.1
8312,CABK.MC,2021,235307.2
8313,CABK.MC,2022,237891.3
8314,CABK.MC,2023,229492.6
8315,CABK.MC,2024,236247.88
8323,AZUL.N,2023,19412.95
8324,AZUL.N,2024,24951.788
8330,4915.TW,2021,92258.155
8331,4915.TW,2022,960543.532
8332,4915.TW,2023,946245.0492
8333,4915.TW,2024,912258.0927
8342,STEP.OQ,2024,3744.0
8345,DTEGn.DE,2018,4564000.0
8346,DTEGn.DE,2019,4698000.0
8347,DTEGn.DE,2020,3628000.0
8348,DTEGn.DE,2021,4405000.0
8349,DTEGn.DE,2022,3884000.0
8350,DTEGn.DE,2023,4128589.0
8351,DTEGn.DE,2024,3901195.0
8358,APTD.L,2022,1070.0
8359,APTD.L,2023,1299.0
8360,APTD.L,2024,1401.0
8366,WEF.TO,2021,12471.0
8367,WEF.TO,2022,10041.0
8368,WEF.TO,2023,7939.0
8387,ALKE.NS,2024,147770.0
8393,MOTA.LS,2021,828017.0
8394,MOTA.LS,2022,1468772.0
8395,MOTA.LS,2023,1359337.0
8396,MOTA.LS,2024,1755589.0
8401,ELK.OL,2020,2608058.0
8402,ELK.OL,2021,3617792.0
8403,ELK.OL,2022,2477888.0
8404,ELK.OL,2023,2365068.0
8405,ELK.OL,2024,3903999.0
8411,AWAN.KL,2021,5.48
8412,AWAN.KL,2022,7.19
8413,AWAN.KL,2023,2.28
8423,HALC.NS,2024,13540000.0
8431,6806.T,2023,116710.0
8432,6806.T,2024,102602.0
8435,5333.T,2018,762000.0
8436,5333.T,2019,863000.0
8437,5333.T,2020,842000.0
8438,5333.T,2021,770000.0
8439,5333.T,2022,1788000.0
8440,5333.T,2023,1922000.0
8441,5333.T,2024,1881000.0
8447,SFRG.ST,2021,2558.0
8448,SFRG.ST,2022,1492.0
8449,SFRG.ST,2023,1744.0
8450,SFRG.ST,2024,2417.0
8455,AAL.L,2020,7010000.0
8456,AAL.L,2021,6800000.0
8457,AAL.L,2022,7891777.0
8458,AAL.L,2023,3234661.0
8459,AAL.L,2024,5000000.0
8465,ELM.L,2021,542343.0
8466,ELM.L,2022,477139.0
8467,ELM.L,2023,386217.0
8468,ELM.L,2024,338743.0
8474,EXOR.AS,2021,1054.0
8475,EXOR.AS,2022,4150.0
8476,EXOR.AS,2023,1508.0
8477,EXOR.AS,2024,686.0
8481,SDR.L,2019,207843.0
8482,SDR.L,2020,215307.0
8483,SDR.L,2021,221316.0
8484,SDR.L,2022,97982.0
8485,SDR.L,2023,115627.0
8493,SHOO.OQ,2022,396876.26
8494,SHOO.OQ,2023,490991.0
8495,SHOO.OQ,2024,551098.0
8499,6301.T,2019,2871000.0
8500,6301.T,2020,2267000.0
8501,6301.T,2021,2297000.0
8502,6301.T,2022,3105000.0
8503,6301.T,2023,3382000.0
8504,6301.T,2024,2934000.0
8509,PBBG.DE,2020,8.0
8510,PBBG.DE,2021,6.0
8511,PBBG.DE,2022,3.0
8512,PBBG.DE,2023,1107.0
8513,PBBG.DE,2024,1107.0
8521,TPE.WA,2023,317307.0
8529,LUPN.NS,2022,310560.0
8530,LUPN.NS,2023,657535.0
8531,LUPN.NS,2024,484299.0
8535,CENTEL.BK,2019,1439.42
8536,CENTEL.BK,2020,945.23
8537,CENTEL.BK,2021,716.08
8538,CENTEL.BK,2022,1808.62
8539,CENTEL.BK,2023,2530.75
8540,CENTEL.BK,2024,225346.83
8545,FCX.N,2020,323012.0
8546,FCX.N,2021,2849703.0
8547,FCX.N,2022,3087916.0
8548,FCX.N,2023,3253891.0
8549,FCX.N,2024,3205560.0
8553,SBSG.DE,2019,1417.0
8554,SBSG.DE,2020,2865.7
8555,SBSG.DE,2021,3221.6
8556,SBSG.DE,2022,5065.6
8557,SBSG.DE,2023,5463.1
8563,FRES.L,2020,196000.0
8564,FRES.L,2021,176193.0
8565,FRES.L,2022,168947.0
8566,FRES.L,2023,157073.0
8567,FRES.L,2024,144541.0
8575,8309.T,2023,86026.0
8576,8309.T,2024,101122.0
8583,2688.HK,2022,8267097.0
8584,2688.HK,2023,9305512.03
8585,2688.HK,2024,9480788.19
8593,PKO.WA,2023,580.2
8594,PKO.WA,2024,3938.58
8599,7259.T,2020,10905462.0
8600,7259.T,2021,10666463.0
8601,7259.T,2022,11373619.0
8602,7259.T,2023,10736420.0
8603,7259.T,2024,11177441.0
8608,BAKK.L,2020,925531.0
8609,BAKK.L,2021,840486.0
8610,BAKK.L,2022,873932.0
8611,BAKK.L,2023,707662.0
8612,BAKK.L,2024,707224.0
8618,ADAVIATION.AD,2021,372.71
8619,ADAVIATION.AD,2022,420.24
8620,ADAVIATION.AD,2023,1356.46
8621,ADAVIATION.AD,2024,1289.55
8626,AVNT.N,2020,1042871.0
8627,AVNT.N,2021,1810579.0
8628,AVNT.N,2022,3877918.828
8629,AVNT.N,2023,3432129.0
8630,AVNT.N,2024,1445023.76
8637,8424.T,2022,1939951.0
8638,8424.T,2023,1846951.0
8639,8424.T,2024,2406846.0
8647,5929.T,2023,286045.0
8648,5929.T,2024,261663.0
8655,SISE.IS,2022,838667.247
8656,SISE.IS,2023,1078422.02
8657,SISE.IS,2024,1308691.0
8666,BJ.N,2024,15068439.0
8669,CBLP.PA,2018,124948.0
8670,CBLP.PA,2019,100985.0
8671,CBLP.PA,2020,74968.0
8672,CBLP.PA,2021,105364.0
8673,CBLP.PA,2022,207942.0
8674,CBLP.PA,2023,202487.0
8675,CBLP.PA,2024,185980.0
8681,TRST.L,2021,2969.0
8682,TRST.L,2022,3468.0
8683,TRST.L,2023,2863.0
8684,TRST.L,2024,2664.0
8688,WMT.N,2019,143267842.0
8689,WMT.N,2020,143267842.0
8690,WMT.N,2021,130200000.0
8691,WMT.N,2022,186606218.0
8692,WMT.N,2023,265940050.0
8693,WMT.N,2024,420343748.0
8699,CRDI.MI,2021,774.0
8700,CRDI.MI,2022,723.0
8701,CRDI.MI,2023,626.0
8702,CRDI.MI,2024,175222.0
8708,STMN.S,2021,363300.0
8710,STMN.S,2023,172309.0
8711,STMN.S,2024,177736.0
8717,4503.T,2021,116160.0
8718,4503.T,2022,503042.0
8719,4503.T,2023,650001.0
8720,4503.T,2024,857945.0
8728,GRPH.NS,2023,108.0
8729,GRPH.NS,2024,159460.0
8735,D.N,2021,2043189.0
8736,D.N,2022,3384091.0
8737,D.N,2023,3109541.0
8738,D.N,2024,1096625.0
8745,ASUZU.IS,2022,5144.228
8746,ASUZU.IS,2023,66627.81
8747,ASUZU.IS,2024,50109.88
8754,HMSN.ST,2022,19414.0
8755,HMSN.ST,2023,25463.0
8756,HMSN.ST,2024,29647.0
8763,MEKO.ST,2022,435700.0
8764,MEKO.ST,2023,550503.0
8765,MEKO.ST,2024,603040.0
8771,LLC.AX,2021,1674000.0
8772,LLC.AX,2022,1141829.0
8773,LLC.AX,2023,1200351.0
8774,LLC.AX,2024,994217.0
8780,MOWI.OL,2021,766812.9
8781,MOWI.OL,2022,794855.04
8782,MOWI.OL,2023,1441984.0
8783,MOWI.OL,2024,1527601.0
8788,8725.T,2020,52015.0
8789,8725.T,2021,47523.0
8790,8725.T,2022,43881.0
8791,8725.T,2023,41509.0
8792,8725.T,2024,39607.0
8799,SITT.MI,2022,134326.0
8800,SITT.MI,2023,99096.0
8806,GFTG.DE,2020,5014.0
8807,GFTG.DE,2021,5612.0
8808,GFTG.DE,2022,5824.0
8809,GFTG.DE,2023,5489.0
8810,GFTG.DE,2024,6146.0
8814,MGAMM.L,2019,444705.0
8815,MGAMM.L,2020,394744.0
8816,MGAMM.L,2021,439775.0
8817,MGAMM.L,2022,474257.0
8818,MGAMM.L,2023,410641.0
8819,MGAMM.L,2024,223768.0
8826,3994.T,2022,191.0
8827,3994.T,2023,65.0
8828,3994.T,2024,37.0
8831,051910.KS,2018,520307.0
8832,051910.KS,2019,494538.0
8833,051910.KS,2020,517985.0
8834,051910.KS,2021,571164.0
8835,051910.KS,2022,425556.0
8836,051910.KS,2023,10215107.0
8837,051910.KS,2024,14143583.0
8842,CEZP.PR,2020,48611.0
8843,CEZP.PR,2021,40428.0
8844,CEZP.PR,2022,29977.0
8845,CEZP.PR,2023,48450.0
8846,CEZP.PR,2024,76843.0
8850,CCRO3.SA,2019,38257.8
8851,CCRO3.SA,2020,28285.0
8852,CCRO3.SA,2021,18034.0
8853,CCRO3.SA,2022,34951.0
8854,CCRO3.SA,2023,42299.0
8855,CCRO3.SA,2024,44768.0
8861,5482.T,2021,718000.0
8862,5482.T,2022,948000.0
8863,5482.T,2023,793000.0
8864,5482.T,2024,901000.0
8868,EXLS.OQ,2019,4311.0
8869,EXLS.OQ,2020,4458.0
8870,EXLS.OQ,2021,4526.0
8871,EXLS.OQ,2022,6255.0
8872,EXLS.OQ,2023,6718.0
8873,EXLS.OQ,2024,7175.0
8880,BKGH.L,2022,857341.0
8881,BKGH.L,2023,321314.0
8882,BKGH.L,2024,304476.0
8890,X.TO,2023,1642.0
8891,X.TO,2024,3754.0
8899,GTLB.OQ,2023,10204.0
8900,GTLB.OQ,2024,13997.0
8908,DELF.SI,2023,387403.0
8917,CGDM.PA,2023,33214.0
8918,CGDM.PA,2024,36904.0
8922,GFIJ.J,2019,193639.0
8923,GFIJ.J,2020,216697.0
8924,GFIJ.J,2021,204149.0
8925,GFIJ.J,2022,232000.0
8926,GFIJ.J,2023,590000.0
8927,GFIJ.J,2024,526100.0
8932,HAYS.L,2020,13271.0
8933,HAYS.L,2021,26744.0
8934,HAYS.L,2022,25845.0
8935,HAYS.L,2023,26532.0
8936,HAYS.L,2024,10069.0
8943,2607.T,2022,2915734.0
8944,2607.T,2023,2721949.0
8945,2607.T,2024,2537992.0
8948,SLMJ.J,2018,515.0
8949,SLMJ.J,2019,515.0
8950,SLMJ.J,2020,338.0
8951,SLMJ.J,2021,211.4
8952,SLMJ.J,2022,296.0
8953,SLMJ.J,2023,251.0
8954,SLMJ.J,2024,508.0
8962,EBRO.MC,2023,4326353.0
8963,EBRO.MC,2024,4378473.0
8968,CMPC.SN,2020,1451000.0
8969,CMPC.SN,2021,1427000.0
8970,CMPC.SN,2022,1739000.0
8971,CMPC.SN,2023,1649000.0
8972,CMPC.SN,2024,2309000.0
8975,ORIOLA.HE,2018,726.0
8976,ORIOLA.HE,2019,846.0
8977,ORIOLA.HE,2020,677.0
8978,ORIOLA.HE,2021,725.0
8979,ORIOLA.HE,2022,789.0
8980,ORIOLA.HE,2023,536492.0
8981,ORIOLA.HE,2024,739825.0
8989,INUS.NS,2023,225509.0
8990,INUS.NS,2024,434741.0
8994,GDDY.N,2019,75443.0
8995,GDDY.N,2020,79159.0
8996,GDDY.N,2021,113899.0
8997,GDDY.N,2022,106426.0
8998,GDDY.N,2023,92717.0
8999,GDDY.N,2024,68993.0
9006,MLCO.OQ,2022,81164.0
9007,MLCO.OQ,2023,167148.0
9008,MLCO.OQ,2024,223089.0
9013,INPST.AS,2020,1357.32
9014,INPST.AS,2021,23368.0
9015,INPST.AS,2022,50262.0
9016,INPST.AS,2023,42884.0
9017,INPST.AS,2024,56495.0
9022,ENR1n.DE,2020,4722000.0
9023,ENR1n.DE,2021,4223000.0
9024,ENR1n.DE,2022,4833000.0
9025,ENR1n.DE,2023,8456000.0
9026,ENR1n.DE,2024,8395000.0
9032,S92G.DE,2021,394248.66
9033,S92G.DE,2022,461300.0
9034,S92G.DE,2023,622596.0
9035,S92G.DE,2024,582580.0
9041,003550.KS,2021,3553000.0
9042,003550.KS,2022,3588000.0
9043,003550.KS,2023,13179000.0
9044,003550.KS,2024,24292400.0
9051,9069.T,2022,1053325.0
9052,9069.T,2023,288588.0
9053,9069.T,2024,364237.0
9057,JYSK.CO,2019,117.0
9058,JYSK.CO,2020,73.0
9059,JYSK.CO,2021,103.0
9060,JYSK.CO,2022,98.0
9061,JYSK.CO,2023,82.0
9062,JYSK.CO,2024,366.0
9068,ELMRA.OL,2021,0.0
9069,ELMRA.OL,2022,3.6
9070,ELMRA.OL,2023,20.6
9071,ELMRA.OL,2024,71.1
9080,SCOM.NR,2024,10414.0
9088,PEUG.PA,2023,1002.0
9089,PEUG.PA,2024,1068.144
9095,CWT.N,2021,55181.0
9096,CWT.N,2022,54972.0
9097,CWT.N,2023,48632.0
9098,CWT.N,2024,63890.0
9104,PDXI.ST,2021,143.0
9105,PDXI.ST,2022,172.0
9106,PDXI.ST,2023,122.0
9107,PDXI.ST,2024,35.0
9114,QTWO.N,2022,15296.0
9117,OC.N,2016,1948850.0
9118,OC.N,2017,2102814.0
9119,OC.N,2018,2026093.0
9120,OC.N,2019,1997339.0
9121,OC.N,2020,2999843.0
9122,OC.N,2021,3428876.0
9123,OC.N,2022,3593903.0
9124,OC.N,2023,3197218.0
9125,OC.N,2024,3217099.0
9130,PANDXb.ST,2020,93000.0
9131,PANDXb.ST,2021,26656.0
9132,PANDXb.ST,2022,27218.0
9133,PANDXb.ST,2023,42259.0
9134,PANDXb.ST,2024,37398.0
9141,CDR.WA,2022,129540.0
9142,CDR.WA,2023,208368.0
9143,CDR.WA,2024,260165.0
9149,ASOS.L,2021,908377.0
9150,ASOS.L,2022,1326235.0
9151,ASOS.L,2023,947345.0
9152,ASOS.L,2024,811147.0
9157,SOIT.PA,2020,81295.0
9158,SOIT.PA,2021,68217.0
9159,SOIT.PA,2022,92834.0
9160,SOIT.PA,2023,184607.0
9161,SOIT.PA,2024,198799.0
9165,1803.T,2019,1263636.0
9166,1803.T,2020,1081380.0
9167,1803.T,2021,1384010.0
9168,1803.T,2022,1497319.0
9169,1803.T,2023,1783512.0
9170,1803.T,2024,3153525.0
9176,BORG.ST,2021,14159.0
9177,BORG.ST,2022,17863.0
9178,BORG.ST,2023,14959.0
9179,BORG.ST,2024,21876.0
9185,HIK.L,2021,636171.0
9186,HIK.L,2022,669856.0
9187,HIK.L,2023,717778.0
9188,HIK.L,2024,681235.0
9197,2887.TW,2024,158.0
9204,CAF.MC,2022,80121.0
9205,CAF.MC,2023,83326.0
9206,CAF.MC,2024,90766.0
9211,7181.T,2020,3812.3
9212,7181.T,2021,2525.4
9213,7181.T,2022,3336.9
9214,7181.T,2023,3064.6
9215,7181.T,2024,2274.9
9218,SBUX.OQ,2018,9641000.0
9219,SBUX.OQ,2019,7630113.0
9220,SBUX.OQ,2020,8139000.0
9221,SBUX.OQ,2021,7379337.0
9222,SBUX.OQ,2022,7830633.0
9223,SBUX.OQ,2023,7584821.0
9224,SBUX.OQ,2024,7847195.0
9228,7205.T,2019,3467000.0
9229,7205.T,2020,3659000.0
9230,7205.T,2021,1780000.0
9232,7205.T,2023,4995000.0
9233,7205.T,2024,4469000.0
9237,WLN.PA,2019,405593.0
9238,WLN.PA,2020,378486.0
9239,WLN.PA,2021,557395.0
9240,WLN.PA,2022,203714.0
9241,WLN.PA,2023,157134.0
9242,WLN.PA,2024,174739.0
9248,7240.T,2021,204000.0
9249,7240.T,2022,2012000.0
9250,7240.T,2023,2005000.0
9251,7240.T,2024,1915000.0
9258,GRI.L,2022,8384.0
9259,GRI.L,2023,8374.0
9260,GRI.L,2024,10933.0
9266,000063.SZ,2021,9144758.17
9267,000063.SZ,2022,8060073.61
9268,000063.SZ,2023,1426788.15
9269,000063.SZ,2024,1414433.56
9274,MSONb.ST,2020,111717.0
9275,MSONb.ST,2021,110211.0
9276,MSONb.ST,2022,109274.0
9277,MSONb.ST,2023,95177.0
9278,MSONb.ST,2024,100852.0
9285,PPH.L,2022,8558.0
9286,PPH.L,2023,27117.96
9292,RS1R.L,2020,1700000.0
9293,RS1R.L,2021,1700000.0
9294,RS1R.L,2022,2100000.0
9295,RS1R.L,2023,1900000.0
9296,RS1R.L,2024,2900000.0
9304,HTGR.L,2023,11776.0
9305,HTGR.L,2024,14544.0
9307,VFC.N,2017,3450000.0
9310,VFC.N,2020,4036757.0
9311,VFC.N,2021,3417000.0
9312,VFC.N,2022,3375728.0
9313,VFC.N,2023,4435000.0
9314,VFC.N,2024,3996000.0
9320,ANORA.HE,2021,169379.0
9321,ANORA.HE,2022,321265.15
9322,ANORA.HE,2023,169379.0
9330,7947.T,2022,412217.0
9331,7947.T,2023,371451.0
9332,7947.T,2024,397056.0
9336,4272.T,2019,53700.0
9337,4272.T,2020,243600.0
9338,4272.T,2021,237300.0
9339,4272.T,2022,294500.0
9340,4272.T,2023,275000.0
9341,4272.T,2024,241800.0
9348,1414.T,2022,95032.0
9349,1414.T,2023,99402.0
9350,1414.T,2024,95989.0
9354,JUP.L,2019,21613.0
9355,JUP.L,2020,18582.0
9356,JUP.L,2021,30984.0
9357,JUP.L,2022,17985.0
9358,JUP.L,2023,16662.0
9359,JUP.L,2024,15070.0
9366,6141.T,2022,692776.0
9367,6141.T,2023,549155.0
9368,6141.T,2024,396000.0
9374,6902.T,2021,9487000.0
9375,6902.T,2022,10642000.0
9376,6902.T,2023,9930000.0
9377,6902.T,2024,10293000.0
9385,SDZ.S,2023,1480000.0
9386,SDZ.S,2024,1506500.0
9390,HEIG.DE,2019,8513787.0
9391,HEIG.DE,2020,8870000.0
9392,HEIG.DE,2021,8138348.0
9393,HEIG.DE,2022,9449591.0
9394,HEIG.DE,2023,7900000.0
9395,HEIG.DE,2024,7900000.0
9398,TGT.N,2018,27923000.0
9399,TGT.N,2019,27276000.0
9400,TGT.N,2020,23832000.0
9401,TGT.N,2021,27272000.0
9402,TGT.N,2022,29238000.0
9403,TGT.N,2023,28669000.0
9404,TGT.N,2024,25391000.0
9410,BEEF3.SA,2021,16501475.65
9411,BEEF3.SA,2022,17250145.73
9412,BEEF3.SA,2023,20888397.26
9417,EDEN.PA,2019,95916.0
9421,EDEN.PA,2023,60705.0
9422,EDEN.PA,2024,65427.0
9428,SATSS.OL,2021,85773.0
9429,SATSS.OL,2022,30887.0
9430,SATSS.OL,2023,28718.0
9431,SATSS.OL,2024,29544.0
9438,YUNSA.IS,2022,75.47476
9439,YUNSA.IS,2023,61.606
9440,YUNSA.IS,2024,1045.04
9443,CC.N,2018,8350000.0
9444,CC.N,2019,7560000.0
9445,CC.N,2020,6180000.0
9446,CC.N,2021,6940000.0
9447,CC.N,2022,6750000.0
9448,CC.N,2023,5310000.0
9449,CC.N,2024,5270000.0
9457,NORTHM.CO,2023,6000.0
9464,VRLA.PA,2021,886000.0
9465,VRLA.PA,2022,818000.0
9466,VRLA.PA,2023,831000.0
9467,VRLA.PA,2024,678000.0
9473,AXBK.NS,2021,4123.0
9474,AXBK.NS,2022,3776.0
9475,AXBK.NS,2023,2995.1
9476,AXBK.NS,2024,3589.94
9481,HLIT.OQ,2020,28969.0
9482,HLIT.OQ,2021,40240.0
9483,HLIT.OQ,2022,77600.0
9484,HLIT.OQ,2023,77060.0
9485,HLIT.OQ,2024,100570.0
9493,002506.SZ,2023,13789146.15
9494,002506.SZ,2024,21060374.19
9499,GSFG.OL,2020,277029.0
9500,GSFG.OL,2021,282668.0
9501,GSFG.OL,2022,229727.0
9502,GSFG.OL,2023,260287.0
9503,GSFG.OL,2024,301212.0
9508,JHX.AX,2020,1125078.0
9509,JHX.AX,2021,1047256.0
9510,JHX.AX,2022,1282944.0
9511,JHX.AX,2023,1348134.0
9512,JHX.AX,2024,1494089.0
9518,VGI.BK,2021,2.57
9519,VGI.BK,2022,1.96
9520,VGI.BK,2023,9.86
9521,VGI.BK,2024,19.6
9528,IQV.N,2022,230478.11
9529,IQV.N,2023,276433.6
9530,IQV.N,2024,230601.41
9537,RCDO.L,2022,85306.0
9538,RCDO.L,2023,141204.0
9539,RCDO.L,2024,124699.0
9546,FSKRS.HE,2022,127656.0
9547,FSKRS.HE,2023,64755.0
9548,FSKRS.HE,2024,101576.0
9551,BDX.N,2018,1065132.0
9554,BDX.N,2021,3007771.0
9555,BDX.N,2022,3260263.0
9556,BDX.N,2023,2677219.0
9557,BDX.N,2024,2356004.0
9563,NLBR.LJ,2021,466.0
9564,NLBR.LJ,2022,418.0
9565,NLBR.LJ,2023,341.0
9566,NLBR.LJ,2024,465.0
9574,NRPJ.J,2023,14049.55
