,Instrument,Date,TR.UpstreamScope3PurchasedGoodsAndServices
11537,OSBO.L,2024,8582.04
11543,ALPA4.SA,2021,245207.46
11544,ALPA4.SA,2022,232639.53
11545,ALPA4.SA,2023,111890.54
11546,ALPA4.SA,2024,151656.6
11553,4540.T,2022,149032.0
11554,4540.T,2023,204865.0
11555,4540.T,2024,229485.0
11561,032640.KS,2021,16193.0
11562,032640.KS,2022,129113.0
11563,032640.KS,2023,155678.0
11564,032640.KS,2024,180926.0
11569,CRLI.MI,2020,1576.7
11570,CRLI.MI,2021,3633.1
11571,CRLI.MI,2022,3798.0
11572,CRLI.MI,2023,126411.69
11573,CRLI.MI,2024,106299.21
11579,RHMG.DE,2021,1393256.0
11580,RHMG.DE,2022,1639519.0
11581,RHMG.DE,2023,2214736.0
11582,RHMG.DE,2024,2100461.0
11586,000660.KS,2019,2623411.0
11587,000660.KS,2020,2801363.0
11588,000660.KS,2021,3092433.0
11589,000660.KS,2022,2616779.0
11590,000660.KS,2023,1604881.0
11591,000660.KS,2024,2577393.0
11598,AMSJ.J,2022,1192227.0
11599,AMSJ.J,2023,1590490.0
11600,AMSJ.J,2024,1623766.0
11606,FLYP.PA,2021,4292.0
11607,FLYP.PA,2022,4937.0
11608,FLYP.PA,2023,4937.0
11609,FLYP.PA,2024,5925.0
11613,CCB.CN,2019,3373602.0
11614,CCB.CN,2020,3096972.0
11615,CCB.CN,2021,2934945.0
11616,CCB.CN,2022,2827251.0
11617,CCB.CN,2023,2325894.0
11622,6845.T,2019,355100.0
11623,6845.T,2020,319100.0
11624,6845.T,2021,308200.0
11625,6845.T,2022,413200.0
11626,6845.T,2023,496800.0
11627,6845.T,2024,435258.0
11636,COHR.N,2024,533832.0
11639,NESTE.HE,2018,3600000.0
11640,NESTE.HE,2019,3900000.0
11641,NESTE.HE,2020,5900000.0
11642,NESTE.HE,2021,4900000.0
11643,NESTE.HE,2022,5000000.0
11644,NESTE.HE,2023,5800000.0
11645,NESTE.HE,2024,7390000.0
11649,WG.L,2019,1001124.0
11650,WG.L,2020,1010125.0
11651,WG.L,2021,718847.0
11652,WG.L,2022,1512251.0
11653,WG.L,2023,2266727.0
11654,WG.L,2024,206438.0
11662,ALQ.AX,2023,298000.0
11663,ALQ.AX,2024,172453.0
11670,FLS.N,2022,619309.0
11671,FLS.N,2023,540437.0
11672,FLS.N,2024,666766.0
11676,8113.T,2019,771000.0
11677,8113.T,2020,1065000.0
11678,8113.T,2021,3781600.0
11679,8113.T,2022,3830600.0
11680,8113.T,2023,3756100.0
11681,8113.T,2024,3877700.0
11689,WTW.OQ,2023,254399.0
11690,WTW.OQ,2024,203548.0
11695,SDGU.KL,2020,6487599.0
11696,SDGU.KL,2021,6617041.0
11697,SDGU.KL,2022,7387502.0
11698,SDGU.KL,2023,7597952.0
11699,SDGU.KL,2024,7914939.0
11706,TW.OQ,2022,12352.0
11707,TW.OQ,2023,13963.0
11708,TW.OQ,2024,14008.0
11717,5832.T,2024,22638.0
11724,GODI.NS,2022,329771.05
11725,GODI.NS,2023,285545.14
11726,GODI.NS,2024,255154.22
11732,DLTR.OQ,2021,4644970.0
11733,DLTR.OQ,2022,5469787.0
11734,DLTR.OQ,2023,4474200.0
11735,DLTR.OQ,2024,5178149.76
11742,MALD.NS,2022,217423.93
11743,MALD.NS,2023,139147.58
11744,MALD.NS,2024,190289.31
11752,CIPL.NS,2023,1562813.0
11753,CIPL.NS,2024,1795722.0
11758,PHOR.MM,2020,3118660.0
11759,PHOR.MM,2021,1963324.0
11760,PHOR.MM,2022,4231751.0
11761,PHOR.MM,2023,4233076.0
11762,PHOR.MM,2024,4750908.0
11766,9502.T,2019,40434.0
11767,9502.T,2020,650000.0
11768,9502.T,2021,650000.0
11769,9502.T,2022,1100000.0
11770,9502.T,2023,1680000.0
11771,9502.T,2024,1890000.0
11777,EXPE.OQ,2021,6383.68
11778,EXPE.OQ,2022,522338.0
11779,EXPE.OQ,2023,613293.0
11780,EXPE.OQ,2024,387067.0
11787,TET.L,2022,51177.0
11788,TET.L,2023,54991.0
11789,TET.L,2024,26890.0
11793,0992.HK,2019,6475009.0
11794,0992.HK,2020,7032426.0
11795,0992.HK,2021,6495779.0
11796,0992.HK,2022,7798826.0
11797,0992.HK,2023,8662378.0
11798,0992.HK,2024,6507693.0
11801,IPN.PA,2018,32360.0
11802,IPN.PA,2019,150.0
11803,IPN.PA,2020,12363.0
11804,IPN.PA,2021,157.0
11805,IPN.PA,2022,955.0
11806,IPN.PA,2023,1082.0
11807,IPN.PA,2024,60493.0
11814,CVT.NZ,2022,24423.0
11815,CVT.NZ,2023,25619.0
11816,CVT.NZ,2024,19327.0
11820,SIMH3.SA,2019,7314.83
11821,SIMH3.SA,2020,5361.12
11822,SIMH3.SA,2021,7157.6
11832,III.L,2022,2418.7
11833,III.L,2023,4698.8
11834,III.L,2024,2091.2
11838,SRI.N,2019,101990.0
11841,SRI.N,2022,85736.0
11842,SRI.N,2023,83070.0
11843,SRI.N,2024,80358.0
11845,DHLn.DE,2017,2100000.0
11846,DHLn.DE,2018,2050000.0
11847,DHLn.DE,2019,2580000.0
11848,DHLn.DE,2020,2600000.0
11849,DHLn.DE,2021,2750000.0
11850,DHLn.DE,2022,3000000.0
11851,DHLn.DE,2023,2780000.0
11852,DHLn.DE,2024,2890000.0
11859,3234.T,2022,2833.0
11860,3234.T,2023,3322.0
11861,3234.T,2024,3345.0
11867,GGBR4.SA,2021,619505.24
11868,GGBR4.SA,2022,584422.79
11869,GGBR4.SA,2023,1534716.39
11870,GGBR4.SA,2024,1616204.92
11875,ALLY.N,2020,175396.0
11876,ALLY.N,2021,159470.0
11877,ALLY.N,2022,152464.0
11878,ALLY.N,2023,164432.0
11879,ALLY.N,2024,158599.0
11887,CCI.N,2023,117318.0
11894,009240.KS,2021,229512.0
11895,009240.KS,2022,168577.0
11904,SRP.L,2022,668252.0
11905,SRP.L,2023,395204.62
11906,SRP.L,2024,360798.38
11912,GT.OQ,2021,8121142.0
11913,GT.OQ,2022,8211000.0
11914,GT.OQ,2023,7053000.0
11922,AGUA.MX,2022,68076.74
11923,AGUA.MX,2023,53277.0
11924,AGUA.MX,2024,57278.69
11931,MULT.DE,2022,8575.0
11932,MULT.DE,2023,5395.0
11933,MULT.DE,2024,6891.0
11941,INDV.L,2023,66927.0
11942,INDV.L,2024,84468.0
11947,OHLA.MC,2020,777685.7
11948,OHLA.MC,2021,70753.2
11949,OHLA.MC,2022,1387990.5
11950,OHLA.MC,2023,1479347.6
11951,OHLA.MC,2024,1712460.7
11954,6753.T,2018,4350000.0
11955,6753.T,2019,3305000.0
11956,6753.T,2020,3184000.0
11957,6753.T,2021,3762000.0
11958,6753.T,2022,3559000.0
11959,6753.T,2023,3232000.0
11960,6753.T,2024,2480000.0
11964,AMBEA.ST,2019,10583.0
11965,AMBEA.ST,2020,10583.0
11966,AMBEA.ST,2021,12863.0
11967,AMBEA.ST,2022,8854.0
11968,AMBEA.ST,2023,24133.0
11969,AMBEA.ST,2024,20586.0
11974,6965.T,2020,361786.0
11975,6965.T,2021,356721.0
11976,6965.T,2022,408044.0
11977,6965.T,2023,404124.0
11978,6965.T,2024,283263.0
11982,9076.T,2019,863339.0
11983,9076.T,2020,907855.0
11984,9076.T,2021,853439.0
11985,9076.T,2022,847356.0
11986,9076.T,2023,765800.0
11987,9076.T,2024,785286.0
11995,SYENS.BR,2023,4000000.0
11996,SYENS.BR,2024,3300000.0
12000,012330.KS,2019,9188.0
12001,012330.KS,2020,635674.0
12002,012330.KS,2021,665812.0
12003,012330.KS,2022,714647.0
12004,012330.KS,2023,820377.0
12005,012330.KS,2024,794951.0
12009,SAP.TO,2019,24375550.52
12010,SAP.TO,2020,192188241.0
12011,SAP.TO,2021,13490188.61
12012,SAP.TO,2022,13571188.4
12013,SAP.TO,2023,14173366.88
12014,SAP.TO,2024,18674773.0
12018,AA.N,2019,2820000.0
12019,AA.N,2020,3910000.0
12020,AA.N,2021,5110000.0
12021,AA.N,2022,5320000.0
12022,AA.N,2023,6090000.0
12023,AA.N,2024,10410000.0
12026,ORAN.PA,2018,3360000.0
12027,ORAN.PA,2019,3277000.0
12028,ORAN.PA,2020,3004000.0
12029,ORAN.PA,2021,3034000.0
12031,ORAN.PA,2023,2889078.0
12032,ORAN.PA,2024,2227496.0
12040,2128.HK,2023,54937.45
12041,2128.HK,2024,47363.44
12050,ADAN.NS,2024,110971.17
12053,BNPP.PA,2018,17970.0
12054,BNPP.PA,2019,15640.0
12055,BNPP.PA,2020,10258.0
12056,BNPP.PA,2021,8605.0
12057,BNPP.PA,2022,7745.0
12058,BNPP.PA,2023,6574.0
12067,WTB.L,2023,342762.0
12068,WTB.L,2024,273162.0
12071,4151.T,2018,169574.0
12072,4151.T,2019,61218.0
12073,4151.T,2020,63739.0
12074,4151.T,2021,73914.0
12075,4151.T,2022,83818.0
12076,4151.T,2023,82102.0
12077,4151.T,2024,98054.0
12079,4912.T,2017,1010000.0
12080,4912.T,2018,990000.0
12081,4912.T,2019,920000.0
12082,4912.T,2020,1110000.0
12083,4912.T,2021,1160000.0
12084,4912.T,2022,1190000.0
12085,4912.T,2023,1150000.0
12086,4912.T,2024,1394820.0
12091,IFF.N,2020,1843915.0
12092,IFF.N,2021,6456862.0
12093,IFF.N,2022,6894125.0
12094,IFF.N,2023,4346181.0
12095,IFF.N,2024,4027665.0
12099,4114.T,2019,1556000.0
12100,4114.T,2020,1510000.0
12101,4114.T,2021,1445000.0
12102,4114.T,2022,1522000.0
12103,4114.T,2023,1370000.0
12104,4114.T,2024,1462000.0
12112,SAGA.L,2023,56187.0
12113,SAGA.L,2024,31597.0
12121,G4M.L,2023,15567.0
12122,G4M.L,2024,15401.0
12130,8377.T,2023,20125.0
12131,8377.T,2024,23130.0
12135,CCLb.TO,2019,639025.0
12136,CCLb.TO,2020,594464.0
12137,CCLb.TO,2021,705071.0
12138,CCLb.TO,2022,841427.0
12139,CCLb.TO,2023,891225.0
12140,CCLb.TO,2024,914934.0
12144,5401.T,2019,17280000.0
12145,5401.T,2020,17063000.0
12146,5401.T,2021,14379000.0
12147,5401.T,2022,15994000.0
12148,5401.T,2023,12939000.0
12149,5401.T,2024,11995000.0
12155,9921.TW,2021,2357669.73
12156,9921.TW,2022,941288.35
12157,9921.TW,2023,551643.75
12158,9921.TW,2024,469062.7
12163,207940.KS,2020,1268.0
12164,207940.KS,2021,551609.0
12165,207940.KS,2022,515972.846
12166,207940.KS,2023,416037.83
12167,207940.KS,2024,341661.404
12168,MONET.PR,2016,647.68
12169,MONET.PR,2017,527.12
12170,MONET.PR,2018,649.1
12171,MONET.PR,2019,666.63
12172,MONET.PR,2020,1235.12
12173,MONET.PR,2021,389.14
12174,MONET.PR,2022,224.2
12175,MONET.PR,2023,12093.38
12176,MONET.PR,2024,13173.68
12180,FORTUM.HE,2019,319900.0
12181,FORTUM.HE,2020,688300.0
12182,FORTUM.HE,2021,930400.0
12183,FORTUM.HE,2022,268400.0
12184,FORTUM.HE,2023,220773.0
12185,FORTUM.HE,2024,167311.0
12192,SCGP.BK,2022,556430.0
12193,SCGP.BK,2023,859465.0
12194,SCGP.BK,2024,1419020.0
12199,LYB.N,2020,27355369.0
12200,LYB.N,2021,30347225.0
12201,LYB.N,2022,28352035.0
12202,LYB.N,2023,29696640.0
12203,LYB.N,2024,33100000.0
12208,JMAT.L,2020,3433660.0
12209,JMAT.L,2021,2994379.0
12210,JMAT.L,2022,2950358.0
12211,JMAT.L,2023,3042748.0
12212,JMAT.L,2024,3258688.0
12220,XPEV.N,2023,2283251.0
12221,XPEV.N,2024,2164102.0
12229,BEM.BK,2023,646.95
12233,WCHG.DE,2018,5648000.0
12234,WCHG.DE,2019,5468000.0
12235,WCHG.DE,2020,5238000.0
12236,WCHG.DE,2021,4844000.0
12237,WCHG.DE,2022,4549000.0
12238,WCHG.DE,2023,3475000.0
12239,WCHG.DE,2024,5071000.0
12246,SJP.L,2022,35984.0
12247,SJP.L,2023,135622.0
12248,SJP.L,2024,143796.0
12255,TIETO.HE,2022,218398.0
12256,TIETO.HE,2023,189227.0
12257,TIETO.HE,2024,134696.0
12263,SPT.L,2021,6630.0
12264,SPT.L,2022,6830.0
12265,SPT.L,2023,5650.0
12266,SPT.L,2024,7050.0
12272,WEGE3.SA,2021,319475.0
12273,WEGE3.SA,2022,1228500.0
12274,WEGE3.SA,2023,1084553.0
12275,WEGE3.SA,2024,1364427.0
12283,GOCP.NS,2023,313442.06
12284,GOCP.NS,2024,234836.0
12287,1925.T,2018,3450000.0
12288,1925.T,2019,3205000.0
12289,1925.T,2020,3227000.0
12290,1925.T,2021,3347000.0
12291,1925.T,2022,3479000.0
12292,1925.T,2023,3312000.0
12293,1925.T,2024,2822000.0
12300,RSI.TO,2022,369988.0
12301,RSI.TO,2023,404907.0
12308,5483.TWO,2021,347057.936
12309,5483.TWO,2022,784039.725
12310,5483.TWO,2023,273848.549
12311,5483.TWO,2024,267444.127
12319,688223.SS,2023,25854100.0
12320,688223.SS,2024,25633900.0
12326,SQN.S,2021,196.0
12327,SQN.S,2022,8197.0
12328,SQN.S,2023,7973.0
12329,SQN.S,2024,8898.0
12336,BLKB.OQ,2022,18210.0
12337,BLKB.OQ,2023,15728.0
12338,BLKB.OQ,2024,15132.0
12344,TKNSA.IS,2021,196621.0
12345,TKNSA.IS,2022,344488.0
12346,TKNSA.IS,2023,300946.0
12347,TKNSA.IS,2024,308977.0
12352,2385.TW,2020,229452.03
12353,2385.TW,2021,767998.037
12354,2385.TW,2022,449068.36
12355,2385.TW,2023,283407.128
12356,2385.TW,2024,1005689.865
12363,8316.T,2022,879209.0
12364,8316.T,2023,944277.0
12365,8316.T,2024,945499.0
12368,7203.T,2018,61190000.0
12369,7203.T,2019,63290000.0
12370,7203.T,2020,88800000.0
12371,7203.T,2021,91970000.0
12372,7203.T,2022,107760000.0
12373,7203.T,2023,122470000.0
12374,7203.T,2024,129880000.0
12379,KNEBV.HE,2020,4792000.0
12380,KNEBV.HE,2021,5297000.0
12381,KNEBV.HE,2022,4411000.0
12382,KNEBV.HE,2023,4288100.0
12383,KNEBV.HE,2024,4026700.0
12388,LH.N,2020,839930.0
12389,LH.N,2021,818325.0
12390,LH.N,2022,506582.0
12391,LH.N,2023,625075.0
12392,LH.N,2024,543229.0
12395,1U1.DE,2018,151.7
12396,1U1.DE,2019,1489.9
12397,1U1.DE,2020,9.2
12398,1U1.DE,2021,9.2
12399,1U1.DE,2022,9.6
12400,1U1.DE,2023,701774.9
12401,1U1.DE,2024,893904.6
12403,HST.OQ,2017,111416.0
12404,HST.OQ,2018,82469.0
12405,HST.OQ,2019,87500.0
12406,HST.OQ,2020,56234.0
12407,HST.OQ,2021,74359.0
12409,HST.OQ,2023,29.0
12410,HST.OQ,2024,36.0
12418,WIZZ.L,2023,343622.0
12419,WIZZ.L,2024,121085.0
12426,0083.HK,2022,2619.0
12427,0083.HK,2023,1352.0
12428,0083.HK,2024,1292.0
12432,4188.T,2019,15140000.0
12433,4188.T,2020,16440000.0
12434,4188.T,2021,17580000.0
12435,4188.T,2022,20007000.0
12436,4188.T,2023,17912000.0
12437,4188.T,2024,17749000.0
12441,SLHN.S,2019,957.0
12442,SLHN.S,2020,586.0
12443,SLHN.S,2021,592.0
12444,SLHN.S,2022,512.0
12445,SLHN.S,2023,462.0
12446,SLHN.S,2024,497.0
12452,AMPF.MI,2021,67269.0
12453,AMPF.MI,2022,78551.0
12454,AMPF.MI,2023,67389.0
12455,AMPF.MI,2024,64768.0
12463,GCC.L,2023,383186.0
12464,GCC.L,2024,361038.0
12471,GFS.OQ,2022,484369.0
12472,GFS.OQ,2023,449425.0
12473,GFS.OQ,2024,398621.0
12479,004020.KS,2021,617450.0
12480,004020.KS,2022,655820.0
12481,004020.KS,2023,764830.0
12482,004020.KS,2024,3310100.0
12486,SATG.DE,2019,238446.0
12487,SATG.DE,2020,162806.0
12488,SATG.DE,2021,447894.0
12489,SATG.DE,2022,521912.0
12490,SATG.DE,2023,318901.0
12491,SATG.DE,2024,261588.0
12498,PCGB.KL,2022,5530000.0
12499,PCGB.KL,2023,9490000.0
12500,PCGB.KL,2024,10170000.0
12507,1103.TW,2022,1187.496
12508,1103.TW,2023,1506.9443
12509,1103.TW,2024,151888.7
12515,NBS.L,2021,237000.0
12516,NBS.L,2022,169000.0
12517,NBS.L,2023,126500.0
12518,NBS.L,2024,129500.0
12523,BYWGnx.DE,2020,8809954.0
12524,BYWGnx.DE,2021,43217265.0
12525,BYWGnx.DE,2022,37006538.0
12526,BYWGnx.DE,2023,35285398.0
12527,BYWGnx.DE,2024,29060200.0
12531,ALSS.LS,2019,119468.0
12532,ALSS.LS,2020,119668.0
12533,ALSS.LS,2021,115181.0
12534,ALSS.LS,2022,137489.0
12535,ALSS.LS,2023,125370.0
12536,ALSS.LS,2024,160707.0
12542,BBN.S,2021,18.0
12543,BBN.S,2022,7.0
12544,BBN.S,2023,2.0
12545,BBN.S,2024,23.0
12548,AAPL.OQ,2018,18500000.0
12549,AAPL.OQ,2019,18900000.0
12550,AAPL.OQ,2020,16100000.0
12551,AAPL.OQ,2021,16200000.0
12552,AAPL.OQ,2022,13400000.0
12553,AAPL.OQ,2023,9400000.0
12554,AAPL.OQ,2024,8200000.0
12560,ENT.L,2021,300624.0
12561,ENT.L,2022,328329.0
12562,ENT.L,2023,291506.0
12567,SKAb.ST,2019,693357.0
12568,SKAb.ST,2020,987000.0
12569,SKAb.ST,2021,950000.0
12570,SKAb.ST,2022,864000.0
12571,SKAb.ST,2023,709000.0
12572,SKAb.ST,2024,775000.0
12579,Z.OQ,2022,49317.0
12580,Z.OQ,2023,49745.0
12581,Z.OQ,2024,43715.0
12587,AD.AS,2021,58018400.0
12588,AD.AS,2022,54725000.0
12589,AD.AS,2023,23611000.0
12590,AD.AS,2024,23910000.0
12597,CSN.L,2022,2604.0
12598,CSN.L,2023,4035.0
12599,CSN.L,2024,2907.0
12603,9933.TW,2019,720072.0
12604,9933.TW,2020,527448.0
12605,9933.TW,2021,603057.0
12606,9933.TW,2022,737700.0
12607,9933.TW,2023,540851.0
12612,BC8G.DE,2019,1119437.0
12613,BC8G.DE,2020,1481399.0
12614,BC8G.DE,2021,1592619.0
12615,BC8G.DE,2022,1662519.0
12616,BC8G.DE,2023,1647243.0
12617,BC8G.DE,2024,1656070.0
12624,AMZN.OQ,2022,17160000.0
12625,AMZN.OQ,2023,16460000.0
12626,AMZN.OQ,2024,17238666.0
12633,0345.HK,2022,304185.78
12634,0345.HK,2023,280058.88
12635,0345.HK,2024,287049.84
12642,SURJ.J,2022,2667.0
12643,SURJ.J,2023,2986.0
12644,SURJ.J,2024,3363.0
12648,6981.T,2019,3380000.0
12649,6981.T,2020,2481000.0
12650,6981.T,2021,2292000.0
12651,6981.T,2022,2530000.0
12652,6981.T,2023,2514000.0
12653,6981.T,2024,2148000.0
12657,RMBS.OQ,2019,1272.13
12658,RMBS.OQ,2020,4032.33
12659,RMBS.OQ,2021,23008.0
12660,RMBS.OQ,2022,62020.0
12661,RMBS.OQ,2023,31668.0
12669,NVTS.OQ,2022,531.2
12670,NVTS.OQ,2023,504.1
12675,RHI.N,2019,30283.0
12676,RHI.N,2020,23219.0
12677,RHI.N,2021,26230.0
12678,RHI.N,2022,42313.0
12679,RHI.N,2023,40654.0
12680,RHI.N,2024,37699.0
12688,3692.HK,2023,12652.33
12689,3692.HK,2024,11602.47
12694,QLT.L,2020,55466.0
12695,QLT.L,2021,65019.0
12696,QLT.L,2022,31903.0
12697,QLT.L,2023,20808.0
12698,QLT.L,2024,26865.0
12706,HNKG_p.DE,2023,7745000.0
12707,HNKG_p.DE,2024,11468812.0
12714,KEPE.SI,2022,2495.1
12715,KEPE.SI,2023,2409.0
12716,KEPE.SI,2024,2443.0
12723,TEL.OL,2022,444672.0
12724,TEL.OL,2023,470677.0
12725,TEL.OL,2024,343509.0
12730,BRGB.OL,2020,123178.0
12732,BRGB.OL,2022,154675.0
12733,BRGB.OL,2023,173712.0
12734,BRGB.OL,2024,226317.0
12739,PKTM.S,2020,1617.2
12740,PKTM.S,2021,2144.03
12741,PKTM.S,2022,2209.13
12742,PKTM.S,2023,2270.49
12750,CAML.L,2022,23443.0
12751,CAML.L,2023,27115.0
12752,CAML.L,2024,31538.0
12759,SALFACORP.SN,2022,324681.64
12760,SALFACORP.SN,2023,295786.79
12761,SALFACORP.SN,2024,284357.01
12765,IGT.N,2019,832204.0
12766,IGT.N,2020,620368.0
12767,IGT.N,2021,754907.0
12768,IGT.N,2022,811740.0
12769,IGT.N,2023,1072229.0
12770,IGT.N,2024,163584.0
12775,BSL.AX,2020,5920000.0
12776,BSL.AX,2021,6800000.0
12777,BSL.AX,2022,6600000.0
12778,BSL.AX,2023,6850000.0
12779,BSL.AX,2024,7230000.0
12786,ETR.N,2022,8174496.0
12787,ETR.N,2023,3269142.0
12788,ETR.N,2024,3194292.0
12793,BCE.TO,2020,1574949.0
12794,BCE.TO,2021,1521752.0
12795,BCE.TO,2022,1519312.0
12796,BCE.TO,2023,1437820.0
12797,BCE.TO,2024,1174162.0
12805,8273.T,2023,1135953.83
12813,CSL.N,2022,2648531.0
12814,CSL.N,2023,1880783.0
12815,CSL.N,2024,2041444.0
12820,OSRn.H,2020,1071300.0
12827,CLN.S,2018,3580000.0
12828,CLN.S,2019,3440000.0
12829,CLN.S,2020,3120000.0
12830,CLN.S,2021,3190000.0
12831,CLN.S,2022,2580000.0
12832,CLN.S,2023,2700000.0
12833,CLN.S,2024,2580000.0
12840,6323.T,2022,272575.0
12841,6323.T,2023,408484.0
12842,6323.T,2024,321725.0
12849,BOUY.PA,2022,11100000.0
12850,BOUY.PA,2023,12100000.0
12851,BOUY.PA,2024,11362812.0
12857,SCST.ST,2021,899849.0
12858,SCST.ST,2022,775182.0
12859,SCST.ST,2023,918366.0
12860,SCST.ST,2024,859800.0
12866,VNT.AX,2021,484755.0
12867,VNT.AX,2022,556989.0
12868,VNT.AX,2023,608989.0
12869,VNT.AX,2024,684417.0
12878,HROM.NS,2024,477613.0
12883,BBL.BK,2020,1507.12
12884,BBL.BK,2021,1295.89
12885,BBL.BK,2022,1265.0
12886,BBL.BK,2023,1306.0
12887,BBL.BK,2024,1263.74
12891,TWLO.N,2019,65485.0
12892,TWLO.N,2020,78725.4
12893,TWLO.N,2021,138261.7
12894,TWLO.N,2022,247850.7
12895,TWLO.N,2023,247437.2
12896,TWLO.N,2024,274725.4
12901,KMR.L,2020,14326.0
12902,KMR.L,2021,6741.0
12903,KMR.L,2022,10855.0
12904,KMR.L,2023,12833.0
12913,CFV.CN,2023,369938.9
12921,ZGN.N,2022,174674.0
12922,ZGN.N,2023,464292.0
12923,ZGN.N,2024,393258.0
12928,2845.TW,2020,5.96
12929,2845.TW,2021,479.8
12930,2845.TW,2022,456.65
12931,2845.TW,2023,7810.0
12932,2845.TW,2024,7689.0
12939,SCB.BK,2022,34636.0
12940,SCB.BK,2023,30061.0
12941,SCB.BK,2024,28695.0
12946,GNE.NZ,2020,15348.0
12947,GNE.NZ,2021,14898.0
12948,GNE.NZ,2022,15492.0
12949,GNE.NZ,2023,16480.0
12950,GNE.NZ,2024,15290.0
12958,EA.OQ,2023,172762.0
12959,EA.OQ,2024,149247.0
12966,OLAG.SI,2022,87220000.0
12967,OLAG.SI,2023,81540000.0
12968,OLAG.SI,2024,88440000.0
12972,4568.T,2019,644322.0
12973,4568.T,2020,612885.0
12974,4568.T,2021,1483630.0
12975,4568.T,2022,1687965.0
12976,4568.T,2023,1892504.0
12977,4568.T,2024,3887790.0
12982,AZJ.AX,2020,0.076
12983,AZJ.AX,2021,27.0
12984,AZJ.AX,2022,99183.0
12985,AZJ.AX,2023,306984.0
12986,AZJ.AX,2024,315660.0
12993,LRCX.OQ,2022,1764704.0
12994,LRCX.OQ,2023,1157146.0
12995,LRCX.OQ,2024,1481274.0
13001,SCCO.N,2021,1130374.0
13002,SCCO.N,2022,1596520.0
13003,SCCO.N,2023,1685328.0
13004,SCCO.N,2024,1506803.0
13008,5101.T,2019,2628000.0
13009,5101.T,2020,2317000.0
13010,5101.T,2021,4031000.0
13011,5101.T,2022,4022100.0
13012,5101.T,2023,3381000.0
13018,AUTOA.L,2020,50149.0
13019,AUTOA.L,2021,5217.0
13020,AUTOA.L,2022,23562.0
13021,AUTOA.L,2023,19537.0
13022,AUTOA.L,2024,22949.0
13026,BLDP.TO,2019,1470.8
13027,BLDP.TO,2020,1893.6
13028,BLDP.TO,2021,2498.9
13029,BLDP.TO,2022,2959.4
13030,BLDP.TO,2023,10595.0
13031,BLDP.TO,2024,16322.0
13035,DOW.N,2019,60050000.0
13036,DOW.N,2020,46440000.0
13037,DOW.N,2021,39400000.0
13038,DOW.N,2022,37420000.0
13039,DOW.N,2023,35650000.0
13040,DOW.N,2024,40040000.0
13045,THYAO.IS,2020,544.27
13046,THYAO.IS,2021,140913.23
13047,THYAO.IS,2022,161821.77
13048,THYAO.IS,2023,251409.5
13049,THYAO.IS,2024,25676.33
13056,SCL.NZ,2022,6649.0
13057,SCL.NZ,2023,5380.0
13058,SCL.NZ,2024,4356.0
13065,CCCP.WA,2022,1054763.83
13066,CCCP.WA,2023,824442.64
13067,CCCP.WA,2024,688210.56
13074,FNTL.L,2022,2.07
13075,FNTL.L,2023,1.75
13076,FNTL.L,2024,1.68
13084,BSS.MI,2023,586388.0
13090,TTB.BK,2020,156.96
13091,TTB.BK,2021,198.19
13092,TTB.BK,2022,296.34
13093,TTB.BK,2023,313.35
13094,TTB.BK,2024,272.59
13101,1951.T,2022,224136.0
13102,1951.T,2023,195614.0
13103,1951.T,2024,173700.0
13106,CMA.N,2018,8577.0
13107,CMA.N,2019,7880.0
13108,CMA.N,2020,6180.0
13109,CMA.N,2021,65155.0
13110,CMA.N,2022,64213.0
13111,CMA.N,2023,80117.0
13118,2264.T,2021,1193000.0
13119,2264.T,2022,1183200.0
13120,2264.T,2023,1132500.0
13121,2264.T,2024,1048800.0
13125,RAND.AS,2019,122000.0
13127,RAND.AS,2021,118700.0
13128,RAND.AS,2022,127800.0
13129,RAND.AS,2023,127900.0
13130,RAND.AS,2024,103700.0
13138,TWR.NZ,2023,29.0
13139,TWR.NZ,2024,119.0
13146,HDDG.DE,2022,734795.0
13147,HDDG.DE,2023,721790.3
13148,HDDG.DE,2024,652820.2916
13155,BYIT.L,2022,1.0
13156,BYIT.L,2023,105537.9
13157,BYIT.L,2024,141420.9
13164,CBOE.Z,2022,22985.0
13165,CBOE.Z,2023,21251.0
13166,CBOE.Z,2024,20449.0
13174,MTX.N,2023,984400.0
13175,MTX.N,2024,1150147.0
13182,8282.T,2022,2797165.0
13183,8282.T,2023,2801259.0
13184,8282.T,2024,2584109.0
13191,BURG.KW,2022,5833.44
13192,BURG.KW,2023,7475.66
13193,BURG.KW,2024,8023.9
13199,EMBR3.SA,2021,3597.0
13200,EMBR3.SA,2022,3165.0
13201,EMBR3.SA,2023,3377.0
13202,EMBR3.SA,2024,1047.0
13210,247540.KQ,2023,2264718.0
13211,247540.KQ,2024,1198288.0
13219,ARW.N,2023,6151159.0
13220,ARW.N,2024,5044303.0
13227,ALAPH.L,2022,34345.0
13228,ALAPH.L,2023,43034.0
13235,ALV.N,2021,2600000.0
13236,ALV.N,2022,3000000.0
13237,ALV.N,2023,3070000.0
13238,ALV.N,2024,3076000.0
13243,O2Dn.H,2020,188505.0
13244,O2Dn.H,2021,154339.0
13245,O2Dn.H,2022,160363.0
13246,O2Dn.H,2023,194264.9
13247,O2Dn.H,2024,164181.0
13251,FWRD.OQ,2019,70972.0
13252,FWRD.OQ,2020,88193.0
13253,FWRD.OQ,2021,10405.0
